Employee_ID;EmployeeCode;FirstName;LastName;FullName;Gender;Age;AgeGroup;BusinessTravel;DistanceFromHome;State;Ethnicity;MaritalStatus;Salary;StockOptionLevel;OverTime;HireDate;Attrition;YearsAtCompany;YearsInMostRecentRole;YearsSinceLastPromotion;YearsWithCurrentManager;DepartmentName;EducationLevel;EducationField;JobRole
675;7696-E50D;Mignonne;Dalton;Mignonne Dalton;Female;21;Under 25;Some Travel;1;NY;White;Married;34133.00;0;Yes;2020-05-30;No;2;2;2;1;Technology;Masters;Information Systems;Software Engineer
676;76ED-1CF5;Spenser;Pyzer;Spenser Pyzer;Male;47;45-54;Some Travel;12;CA;White;Single;105126.00;0;No;2014-11-21;No;8;0;7;1;Technology;Masters;Information Systems;Software Engineer
677;76FD-F574;Chucho;Herries;Chucho Herries;Male;35;35-44;Some Travel;19;NY;White;Married;286432.00;1;No;2021-03-03;No;1;0;1;0;Technology;Masters;Computer Science;Machine Learning Engineer
678;7749-B277;Caryl;Roycroft;Caryl Roycroft;Male;24;Under 25;Some Travel;1;IL;Mixed or multiple ethnic groups;Married;44634.00;0;No;2017-04-25;Yes;4;3;3;2;Human Resources;Doctorate;Human Resources;HR Executive
679;774E-685D;Joachim;Popplestone;Joachim Popplestone;Male;30;25-34;Some Travel;42;CA;White;Single;148862.00;0;Yes;2013-11-03;Yes;2;0;1;1;Sales;Masters;Marketing;Sales Executive
680;776A-CDBC;Catharina;Sandle;Catharina Sandle;Female;26;25-34;Some Travel;4;NY;Black or African American;Married;82147.00;2;No;2016-12-05;No;6;2;4;3;Sales;High School;Economics;Sales Executive
681;7805-8A7C;Agna;Grinnov;Agna Grinnov;Non-Binary;28;25-34;Some Travel;15;CA;Native Hawaiian;Single;337046.00;0;No;2018-07-08;No;4;3;4;0;Technology;Masters;Computer Science;Engineering Manager
682;7815-7CAF;Moore;Ingleson;Moore Ingleson;Male;21;Under 25;Some Travel;40;IL;White;Single;65642.00;0;No;2021-10-22;No;1;1;1;0;Technology;Masters;Information Systems;Software Engineer
683;7816-BF57;Noak;Pointing;Noak Pointing;Male;37;35-44;Some Travel;22;CA;White;Divorced;92483.00;1;Yes;2014-06-23;No;8;5;5;3;Sales;Masters;Marketing;Sales Executive
684;781E-4257;Pepi;Clift;Pepi Clift;Female;21;Under 25;Some Travel;39;NY;White;Single;63201.00;0;No;2020-12-13;No;2;2;2;2;Technology;High School;Information Systems;Machine Learning Engineer
685;781F-6C21;Eugenio;Sempill;Eugenio Sempill;Male;43;35-44;Frequent Traveller;21;NY;White;Divorced;327587.00;1;Yes;2020-02-25;No;2;1;1;1;Sales;Bachelors;Marketing;Manager
686;7823-0217;Germaine;Clubley;Germaine Clubley;Non-Binary;25;25-34;Frequent Traveller;43;CA;White;Married;81889.00;0;Yes;2018-11-02;Yes;0;0;0;0;Sales;Masters;Marketing;Sales Executive
687;7839-CA12;Orella;Chappelle;Orella Chappelle;Female;23;Under 25;Some Travel;16;CA;White;Single;23794.00;0;No;2017-03-25;Yes;1;0;0;0;Sales;Bachelors;Marketing;Sales Representative
688;7845-EF8F;Marshal;Goodbur;Marshal Goodbur;Male;27;25-34;Some Travel;6;CA;Mixed or multiple ethnic groups;Married;292500.00;3;No;2016-09-25;No;6;5;6;2;Technology;Bachelors;Information Systems;Engineering Manager
689;78C8-02B8;Josepha;Revey;Josepha Revey;Female;22;Under 25;Some Travel;26;CA;Mixed or multiple ethnic groups;Single;24208.00;0;No;2019-01-09;No;3;1;3;2;Technology;Bachelors;Information Systems;Software Engineer
690;7961-A93B;Jerome;Maden;Jerome Maden;Male;29;25-34;Some Travel;3;CA;White;Single;393103.00;0;Yes;2016-03-30;No;6;4;4;5;Technology;Bachelors;Computer Science;Analytics Manager
691;7985-EB3D;Mathew;O'Dougherty;Mathew O'Dougherty;Male;19;Under 25;Some Travel;2;IL;White;Single;52260.00;1;No;2021-12-09;No;1;1;1;0;Technology;High School;Information Systems;Data Scientist
692;79C5-FE9D;Kerstin;Sponton;Kerstin Sponton;Non-Binary;28;25-34;Some Travel;5;CA;White;Married;140377.00;1;Yes;2015-06-02;No;7;2;7;5;Technology;Bachelors;Information Systems;Machine Learning Engineer
693;79D0-C935;Madelle;Robak;Madelle Robak;Female;27;25-34;Some Travel;26;NY;White;Single;37423.00;0;Yes;2016-09-30;No;6;4;4;2;Technology;No Formal Qualifications;Information Systems;Software Engineer
694;79E4-6632;Tailor;Cansfield;Tailor Cansfield;Male;23;Under 25;Some Travel;45;CA;Asian or Asian American;Married;37322.00;1;No;2017-03-28;No;5;3;3;3;Technology;High School;Computer Science;Software Engineer
695;79F3-8AA5;Lacy;Domerc;Lacy Domerc;Female;47;45-54;Some Travel;21;NY;Mixed or multiple ethnic groups;Single;98608.00;0;No;2012-02-14;No;10;5;10;4;Human Resources;Bachelors;Marketing;HR Executive
696;79F7-78EC;Alessandra;Storrock;Alessandra Storrock;Non-Binary;27;25-34;Some Travel;37;CA;White;Single;141998.00;0;Yes;2013-12-14;Yes;5;5;5;1;Sales;Masters;Marketing;Sales Executive
697;7A1F-F1A3;Dunstan;Whife;Dunstan Whife;Male;23;Under 25;Some Travel;32;CA;White;Single;84558.00;0;No;2019-12-30;No;3;3;3;2;Sales;Bachelors;Economics;Sales Executive
698;7A23-F185;Ephraim;Biaggetti;Ephraim Biaggetti;Male;21;Under 25;No Travel;22;CA;White;Divorced;62828.00;1;Yes;2022-03-14;No;0;0;0;0;Sales;Bachelors;Marketing;Sales Executive
699;7A2A-0600;Axel;McIlhatton;Axel McIlhatton;Male;24;Under 25;Frequent Traveller;36;CA;White;Divorced;30233.00;3;No;2018-11-20;No;4;0;4;0;Technology;Bachelors;Computer Science;Software Engineer
700;7A5A-CC91;Anabal;Parkhouse;Anabal Parkhouse;Female;23;Under 25;Some Travel;12;NY;Black or African American;Single;45024.00;0;No;2018-10-17;No;4;0;1;0;Sales;Masters;Marketing;Sales Executive
701;7A8C-2DD3;Harley;Dootson;Harley Dootson;Female;30;25-34;Some Travel;35;CA;White;Single;160352.00;0;No;2013-10-18;No;9;0;5;4;Sales;Bachelors;Other;Sales Executive
702;7A98-768E;Ericha;Tomczykowski;Ericha Tomczykowski;Female;18;Under 25;Some Travel;20;CA;White;Single;58523.00;0;No;2022-01-25;Yes;0;0;0;0;Sales;Bachelors;Technical Degree;Sales Executive
703;7AA0-5766;Devin;Bernhardsson;Devin Bernhardsson;Female;22;Under 25;Frequent Traveller;28;CA;White;Married;63571.00;1;No;2021-12-28;Yes;0;0;0;0;Technology;Masters;Computer Science;Data Scientist
704;7B30-BAC8;Ferdy;Geggus;Ferdy Geggus;Male;50;45-54;Frequent Traveller;38;NY;White;Married;366078.00;0;No;2021-03-25;No;1;0;0;1;Technology;Masters;Information Systems;Machine Learning Engineer
705;7B47-C915;Grayce;Caesar;Grayce Caesar;Female;36;35-44;Some Travel;23;CA;Mixed or multiple ethnic groups;Single;195502.00;0;No;2014-02-23;No;8;0;3;0;Sales;Masters;Marketing;Sales Executive
706;7B84-8387;Richardo;Lowres;Richardo Lowres;Male;20;Under 25;Some Travel;4;CA;White;Single;34954.00;0;No;2022-06-24;No;0;0;0;0;Technology;Masters;Information Systems;Data Scientist
707;7B96-B655;Jonah;Chatwood;Jonah Chatwood;Male;24;Under 25;No Travel;18;NY;Mixed or multiple ethnic groups;Divorced;104807.00;1;No;2019-08-11;No;3;0;0;1;Technology;Bachelors;Computer Science;Data Scientist
708;7B98-EA6F;Gabriello;Clemente;Gabriello Clemente;Male;44;35-44;Some Travel;23;CA;Native Hawaiian;Single;108623.00;0;No;2012-05-13;No;10;3;3;8;Technology;Bachelors;Information Systems;Data Scientist
709;7B9D-8612;Gizela;Pauncefoot;Gizela Pauncefoot;Female;32;25-34;Some Travel;9;IL;White;Divorced;133865.00;1;Yes;2013-03-12;No;9;3;3;0;Sales;High School;Marketing;Sales Executive
710;7BA2-EBDE;Borden;McGuiness;Borden McGuiness;Male;31;25-34;No Travel;6;NY;White;Single;321244.00;0;Yes;2020-03-16;No;2;2;2;0;Sales;Masters;Marketing;Manager
711;7BD4-7BFB;Kerr;Sporner;Kerr Sporner;Male;27;25-34;Some Travel;19;IL;American Indian or Alaska Native;Divorced;25276.00;1;No;2015-01-22;No;7;6;7;1;Technology;Masters;Computer Science;Software Engineer
712;7C80-94E0;Celie;Jedrys;Celie Jedrys;Female;33;25-34;Some Travel;36;CA;Asian or Asian American;Single;88726.00;0;No;2013-01-01;No;9;8;8;6;Technology;Bachelors;Computer Science;Machine Learning Engineer
713;7CDB-25C4;Isaac;Tomini;Isaac Tomini;Male;22;Under 25;Some Travel;40;NY;White;Married;54114.00;1;Yes;2020-11-18;No;2;0;1;1;Technology;Bachelors;Information Systems;Senior Software Engineer
714;7CFC-C4DA;Brant;Damper;Brant Damper;Male;21;Under 25;Some Travel;44;CA;White;Single;32676.00;0;Yes;2022-04-20;Yes;0;0;0;0;Technology;High School;Other;Data Scientist
715;7D2D-3831;Davon;Swetland;Davon Swetland;Male;25;25-34;Some Travel;16;NY;Black or African American;Divorced;37742.00;1;No;2017-12-12;No;5;1;3;3;Technology;Bachelors;Information Systems;Data Scientist
716;7D95-B5B1;Glenna;Blackston;Glenna Blackston;Female;25;25-34;Some Travel;28;CA;White;Single;70737.00;0;No;2018-07-06;No;4;3;3;3;Technology;Masters;Computer Science;Senior Software Engineer
717;7DA1-A202;Gene;Sends;Gene Sends;Female;24;Under 25;Some Travel;18;CA;Mixed or multiple ethnic groups;Divorced;28539.00;2;No;2018-09-02;No;4;1;2;1;Technology;Masters;Computer Science;Data Scientist
718;7DD6-128C;Auguste;Windsor;Auguste Windsor;Female;32;25-34;No Travel;2;CA;Black or African American;Divorced;114246.00;1;No;2014-07-26;No;8;3;6;5;Sales;Masters;Marketing;Sales Executive
719;7E76-154C;Lorrayne;Pinnington;Lorrayne Pinnington;Female;25;25-34;Some Travel;40;NY;White;Married;75250.00;1;No;2018-09-20;No;4;1;4;0;Technology;Bachelors;Business Studies;Machine Learning Engineer
720;7ED6-BEC8;Danika;Corbet;Danika Corbet;Female;20;Under 25;Frequent Traveller;2;NY;White;Married;38009.00;1;No;2022-08-24;No;0;0;0;0;Technology;No Formal Qualifications;Information Systems;Software Engineer
721;7EE7-2C43;Tobye;Dietmar;Tobye Dietmar;Female;29;25-34;Some Travel;9;NY;Black or African American;Single;48321.00;0;Yes;2013-10-26;Yes;7;2;3;2;Technology;Masters;Computer Science;Data Scientist
722;7EEF-9A90;Sheryl;Bridell;Sheryl Bridell;Female;23;Under 25;Some Travel;18;NY;Other;Married;83677.00;1;Yes;2017-07-10;No;5;0;5;3;Sales;Masters;Technical Degree;Sales Executive
723;7EF0-2BF4;Ulrike;Seakes;Ulrike Seakes;Female;40;35-44;Some Travel;5;NY;White;Married;267834.00;0;No;2019-04-10;No;3;3;3;0;Sales;Masters;Marketing;Manager
724;7F1C-20B8;Page;Sculpher;Page Sculpher;Female;39;35-44;Some Travel;10;CA;Mixed or multiple ethnic groups;Divorced;65796.00;1;No;2013-07-02;No;9;9;9;5;Technology;High School;Information Systems;Data Scientist
725;7F24-55A3;Boyce;Heditch;Boyce Heditch;Male;23;Under 25;Some Travel;17;NY;White;Married;80236.00;0;No;2020-11-03;No;2;0;2;1;Technology;Bachelors;Information Systems;Machine Learning Engineer
726;7F5B-92AD;Urbano;Hinckes;Urbano Hinckes;Male;27;25-34;Some Travel;43;CA;White;Single;105702.00;0;No;2019-03-30;No;3;3;3;1;Technology;Masters;Computer Science;Senior Software Engineer
727;7F61-2397;Felicdad;Seakin;Felicdad Seakin;Non-Binary;41;35-44;No Travel;26;CA;White;Married;283081.00;1;Yes;2018-09-03;Yes;4;1;3;2;Technology;Masters;Computer Science;Analytics Manager
728;7F91-C628;Bertie;Suthren;Bertie Suthren;Non-Binary;36;35-44;Frequent Traveller;14;IL;White;Single;43358.00;0;No;2013-05-07;No;9;0;9;5;Technology;No Formal Qualifications;Information Systems;Data Scientist
729;7FA1-BC64;Curry;Bramah;Curry Bramah;Male;19;Under 25;Some Travel;7;CA;White;Single;30896.00;0;Yes;2021-03-17;Yes;1;0;0;0;Technology;Bachelors;Information Systems;Software Engineer
730;7FFD-C810;Claresta;Impy;Claresta Impy;Female;32;25-34;Some Travel;22;IL;White;Married;75821.00;1;No;2012-01-30;No;10;1;5;1;Technology;High School;Other;Data Scientist
731;801C-89BF;Maren;Tizard;Maren Tizard;Female;24;Under 25;Some Travel;5;NY;Asian or Asian American;Divorced;46151.00;1;No;2016-11-12;No;6;4;6;2;Technology;High School;Information Systems;Data Scientist
732;801E-9D0E;Shaw;McCaw;Shaw McCaw;Male;32;25-34;Some Travel;34;CA;White;Single;439641.00;0;No;2021-02-20;No;1;0;1;1;Technology;Masters;Information Systems;Software Engineer
733;8026-658D;Dana;Lobb;Dana Lobb;Male;36;35-44;Some Travel;28;NY;Black or African American;Married;174019.00;1;Yes;2013-03-07;No;9;8;9;1;Technology;Bachelors;Information Systems;Machine Learning Engineer
734;806F-B986;Judie;Lowndsborough;Judie Lowndsborough;Female;24;Under 25;Some Travel;26;IL;White;Married;93490.00;1;Yes;2016-11-24;No;6;4;5;6;Technology;High School;Information Systems;Machine Learning Engineer
735;8078-6154;Hattie;Algeo;Hattie Algeo;Female;26;25-34;Some Travel;29;NY;White;Married;172070.00;1;No;2017-04-09;No;5;4;4;3;Sales;No Formal Qualifications;Marketing;Manager
736;80BE-E2B5;Jill;Hellewell;Jill Hellewell;Female;29;25-34;Some Travel;29;CA;Mixed or multiple ethnic groups;Single;110744.00;0;No;2014-03-02;No;8;8;8;1;Technology;Bachelors;Computer Science;Senior Software Engineer
737;812D-7475;Lucius;Plimmer;Lucius Plimmer;Male;20;Under 25;Some Travel;29;CA;White;Married;20526.00;1;No;2022-03-08;No;0;0;0;0;Technology;No Formal Qualifications;Computer Science;Data Scientist
738;817D-28CE;Bert;Otton;Bert Otton;Female;22;Under 25;Frequent Traveller;30;NY;White;Divorced;40614.00;1;Yes;2020-07-29;Yes;0;0;0;0;Technology;Bachelors;Computer Science;Data Scientist
739;8182-6AE6;Wandis;Needs;Wandis Needs;Female;25;25-34;Some Travel;32;NY;White;Married;82357.00;1;Yes;2020-02-03;No;2;2;2;2;Sales;High School;Marketing;Sales Executive
740;819A-2C9C;Hillary;Atchly;Hillary Atchly;Male;30;25-34;No Travel;7;NY;American Indian or Alaska Native;Married;138989.00;1;Yes;2013-08-14;No;9;2;4;8;Technology;Bachelors;Computer Science;Data Scientist
741;81BE-17CD;Frederick;Cheley;Frederick Cheley;Male;30;25-34;Frequent Traveller;33;CA;White;Single;35126.00;0;Yes;2013-12-18;No;9;1;5;5;Technology;High School;Computer Science;Data Scientist
742;81C2-E188;Nada;Finlator;Nada Finlator;Female;19;Under 25;Some Travel;1;CA;White;Single;41958.00;1;No;2021-03-09;No;1;1;1;0;Human Resources;Bachelors;Human Resources;HR Executive
743;81F1-950F;Sapphire;Prayer;Sapphire Prayer;Female;25;25-34;Some Travel;26;NY;White;Divorced;174400.00;1;No;2018-04-28;No;4;0;2;4;Technology;Masters;Computer Science;Analytics Manager
744;81FF-8D6C;Mireielle;Gabbitis;Mireielle Gabbitis;Female;24;Under 25;Some Travel;13;CA;Black or African American;Single;24095.00;0;No;2018-04-28;Yes;2;2;2;1;Sales;Bachelors;Economics;Sales Representative
745;8233-2483;Sheba;McCromley;Sheba McCromley;Female;35;35-44;Some Travel;7;CA;Mixed or multiple ethnic groups;Divorced;47995.00;3;Yes;2012-03-12;No;10;5;6;3;Human Resources;Bachelors;Marketing;Recruiter
746;825E-0B3A;Kris;Barnes;Kris Barnes;Male;30;25-34;Some Travel;26;NY;White;Divorced;94791.00;1;No;2013-12-27;No;9;9;9;0;Technology;Bachelors;Information Systems;Machine Learning Engineer
747;8291-DE04;Ring;Miles;Ring Miles;Non-Binary;23;Under 25;Frequent Traveller;26;CA;White;Single;31342.00;0;No;2019-03-22;No;3;0;3;0;Technology;High School;Information Systems;Data Scientist
748;8292-6635;Hy;Goodin;Hy Goodin;Male;26;25-34;Some Travel;14;IL;White;Single;127450.00;0;No;2015-07-11;No;7;0;0;1;Sales;Masters;Marketing;Sales Executive
749;82B4-8569;Adrian;Swatman;Adrian Swatman;Male;44;35-44;Some Travel;44;CA;Mixed or multiple ethnic groups;Divorced;313891.00;1;No;2018-12-23;No;4;4;4;3;Sales;Bachelors;Marketing;Manager
750;8328-A764;Granger;Kenworthey;Granger Kenworthey;Male;24;Under 25;Some Travel;17;NY;Mixed or multiple ethnic groups;Married;30720.00;1;No;2017-09-09;No;5;4;5;4;Technology;Masters;Other;Software Engineer
751;8365-EB74;Umberto;Wallentin;Umberto Wallentin;Male;40;35-44;Frequent Traveller;14;CA;Asian or Asian American;Married;43854.00;1;No;2013-08-19;No;9;4;9;2;Technology;High School;Information Systems;Data Scientist
752;8369-ED26;Randie;Tolliday;Randie Tolliday;Prefer Not To Say;25;25-34;No Travel;19;NY;Asian or Asian American;Divorced;83894.00;1;No;2018-06-30;No;4;2;2;3;Technology;High School;Information Systems;Machine Learning Engineer
753;8373-07C6;Inge;Bullon;Inge Bullon;Female;25;25-34;Some Travel;21;CA;White;Married;261970.00;1;Yes;2017-07-31;No;5;4;4;3;Technology;Masters;Information Systems;Engineering Manager
754;83FD-F920;Yorgo;Clappison;Yorgo Clappison;Male;25;25-34;Some Travel;41;CA;White;Married;28137.00;0;Yes;2016-01-10;Yes;4;3;3;1;Technology;No Formal Qualifications;Computer Science;Data Scientist
755;8462-E88A;Renault;Dobbyn;Renault Dobbyn;Male;25;25-34;Some Travel;18;NY;Black or African American;Single;190466.00;0;No;2017-03-26;No;5;2;2;5;Human Resources;Masters;Marketing;HR Business Partner
756;84AD-D566;Ashien;Villa;Ashien Villa;Female;22;Under 25;Some Travel;16;CA;American Indian or Alaska Native;Single;30838.00;0;No;2018-02-16;No;4;4;4;0;Technology;Bachelors;Business Studies;Software Engineer
757;84D4-D4C3;Naoma;Hebbard;Naoma Hebbard;Female;20;Under 25;No Travel;28;CA;Black or African American;Married;38258.00;0;No;2022-12-31;No;0;0;0;0;Technology;High School;Computer Science;Data Scientist
758;84D8-1A04;Adara;Sleeford;Adara Sleeford;Female;22;Under 25;Some Travel;16;NY;White;Married;48432.00;1;No;2019-10-17;No;3;0;0;3;Sales;Bachelors;Marketing;Sales Executive
759;84E7-02D4;Padraic;MacParlan;Padraic MacParlan;Male;26;25-34;Some Travel;41;CA;White;Married;161600.00;1;No;2017-12-07;Yes;5;0;2;0;Technology;Doctorate;Business Studies;Machine Learning Engineer
760;851C-E7E2;Sebastiano;Benes;Sebastiano Benes;Male;27;25-34;Some Travel;14;CA;Black or African American;Divorced;120049.00;1;No;2015-11-07;No;7;1;6;1;Technology;High School;Information Systems;Machine Learning Engineer
761;8533-B8FA;Ambur;Axton;Ambur Axton;Female;20;Under 25;Frequent Traveller;32;CA;White;Divorced;33488.00;2;No;2021-05-24;No;1;1;1;1;Technology;Bachelors;Computer Science;Software Engineer
762;8567-5B27;Shani;Deackes;Shani Deackes;Female;28;25-34;Frequent Traveller;32;NY;Black or African American;Single;53439.00;0;Yes;2012-04-27;Yes;3;0;0;1;Sales;No Formal Qualifications;Technical Degree;Sales Representative
763;8583-9174;Mimi;Mawditt;Mimi Mawditt;Female;46;45-54;Frequent Traveller;16;NY;White;Single;100717.00;0;Yes;2013-01-30;No;9;5;9;7;Technology;High School;Computer Science;Software Engineer
764;85B2-41F5;Tessa;De Cristoforo;Tessa De Cristoforo;Prefer Not To Say;19;Under 25;Some Travel;35;NY;Black or African American;Single;39722.00;1;No;2022-12-15;No;0;0;0;0;Technology;Bachelors;Information Systems;Data Scientist
765;860E-0FA9;Zonda;Lefeuvre;Zonda Lefeuvre;Female;18;Under 25;Frequent Traveller;34;NY;White;Single;54085.00;1;Yes;2022-01-13;No;0;0;0;0;Technology;Masters;Information Systems;Software Engineer
766;8640-414A;Rivkah;Siderfin;Rivkah Siderfin;Female;29;25-34;Some Travel;32;CA;White;Married;390142.00;0;No;2020-10-27;No;2;1;2;2;Technology;Bachelors;Computer Science;Engineering Manager
767;8663-3E02;Kleon;Monnery;Kleon Monnery;Male;37;35-44;Frequent Traveller;7;NY;Mixed or multiple ethnic groups;Divorced;276322.00;1;No;2013-11-26;No;9;0;9;1;Technology;Masters;Information Systems;Analytics Manager
768;8695-09EC;Lyda;Everall;Lyda Everall;Female;33;25-34;Frequent Traveller;5;IL;Black or African American;Single;249325.00;0;No;2022-11-09;No;0;0;0;0;Technology;High School;Computer Science;Machine Learning Engineer
769;86C5-8987;Cassaundra;Kenyam;Cassaundra Kenyam;Female;22;Under 25;Some Travel;5;NY;White;Married;45220.00;0;No;2020-05-16;No;2;0;0;0;Sales;High School;Economics;Sales Executive
770;86E2-73D1;Purcell;Keig;Purcell Keig;Male;39;35-44;Some Travel;3;CA;Black or African American;Single;81115.00;0;No;2013-01-24;No;9;2;4;0;Technology;Bachelors;Computer Science;Machine Learning Engineer
771;86E9-319B;Kirby;Denison;Kirby Denison;Male;24;Under 25;No Travel;21;NY;White;Single;26451.00;0;No;2019-09-23;No;3;1;1;3;Technology;Bachelors;Information Systems;Software Engineer
772;86F7-CA91;Katlin;Callar;Katlin Callar;Female;21;Under 25;Some Travel;36;CA;White;Divorced;37035.00;3;No;2021-09-11;No;1;1;1;1;Sales;Masters;Marketing;Sales Executive
773;8700-828F;Marlo;McKim;Marlo McKim;Male;21;Under 25;Some Travel;42;NY;White;Divorced;34257.00;3;No;2022-04-16;No;0;0;0;0;Technology;Bachelors;Computer Science;Software Engineer
774;8733-BC3C;Kerwinn;Fassum;Kerwinn Fassum;Male;26;25-34;Frequent Traveller;22;CA;Asian or Asian American;Divorced;81726.00;2;Yes;2016-11-06;No;6;0;6;1;Technology;Bachelors;Computer Science;Software Engineer
775;874D-5D4C;Clywd;Burril;Clywd Burril;Male;40;35-44;No Travel;31;CA;White;Divorced;456418.00;1;No;2020-03-09;No;2;0;2;2;Technology;Masters;Computer Science;Analytics Manager
776;8766-F1E7;Jonathon;Lovie;Jonathon Lovie;Male;25;25-34;Some Travel;18;CA;White;Married;130434.00;0;Yes;2016-09-26;Yes;0;0;0;0;Technology;Masters;Information Systems;Machine Learning Engineer
777;87D2-8B67;Joana;McDougal;Joana McDougal;Female;45;45-54;Some Travel;34;NY;White;Divorced;152278.00;1;Yes;2012-04-18;No;10;8;8;2;Technology;High School;Information Systems;Machine Learning Engineer
778;8822-B9C5;Amity;Kalisz;Amity Kalisz;Female;41;35-44;Some Travel;9;CA;Black or African American;Single;197592.00;0;Yes;2012-03-24;No;10;5;10;0;Technology;Bachelors;Computer Science;Machine Learning Engineer
779;8892-77D8;Rodrique;Rohlfing;Rodrique Rohlfing;Male;35;35-44;Some Travel;29;CA;Mixed or multiple ethnic groups;Divorced;519361.00;1;Yes;2019-05-04;No;3;2;3;1;Technology;Bachelors;Information Systems;Engineering Manager
780;88B8-EB84;Crystal;McLleese;Crystal McLleese;Female;34;25-34;Some Travel;41;CA;Black or African American;Divorced;357371.00;1;No;2012-03-24;No;10;9;9;3;Technology;High School;Information Systems;Engineering Manager
781;8941-0BAC;Tracee;Gaukroger;Tracee Gaukroger;Female;30;25-34;Some Travel;12;CA;White;Divorced;145929.00;3;No;2021-06-22;No;1;0;1;1;Sales;Bachelors;Marketing;Sales Executive
782;89A6-7EF1;Johan;Rudinger;Johan Rudinger;Male;26;25-34;Some Travel;11;NY;Asian or Asian American;Single;70395.00;0;No;2016-07-11;No;6;5;6;2;Human Resources;Bachelors;Other;HR Executive
783;8A18-9075;Phyllys;Newham;Phyllys Newham;Female;31;25-34;Frequent Traveller;25;NY;White;Single;362540.00;1;No;2021-03-03;No;1;0;0;0;Technology;Doctorate;Information Systems;Analytics Manager
784;8A34-59DF;Camellia;Shelmerdine;Camellia Shelmerdine;Non-Binary;19;Under 25;Some Travel;5;CA;Black or African American;Single;35372.00;3;No;2022-12-14;No;0;0;0;0;Technology;High School;Computer Science;Software Engineer
785;8A40-C85A;Reggie;Matthewman;Reggie Matthewman;Female;44;35-44;Some Travel;28;CA;Black or African American;Married;53325.00;1;Yes;2012-02-28;No;10;4;8;4;Technology;Bachelors;Information Systems;Software Engineer
786;8A5B-3D6E;Konstanze;Scrammage;Konstanze Scrammage;Female;24;Under 25;Some Travel;25;NY;Mixed or multiple ethnic groups;Divorced;105383.00;2;Yes;2016-01-14;No;6;6;6;5;Sales;No Formal Qualifications;Marketing;Sales Executive
787;8A6B-AD5C;Ruby;O'Scollain;Ruby O'Scollain;Female;24;Under 25;Some Travel;30;CA;White;Single;61883.00;0;No;2016-08-02;Yes;1;1;1;0;Technology;Bachelors;Information Systems;Data Scientist
788;8AAD-FAFB;Alethea;Heeney;Alethea Heeney;Female;24;Under 25;Some Travel;3;CA;Asian or Asian American;Divorced;130774.00;1;Yes;2016-08-15;Yes;4;3;3;4;Sales;Bachelors;Marketing;Sales Executive
789;8ACE-C5CE;Germana;Gulvin;Germana Gulvin;Female;43;35-44;Some Travel;38;NY;American Indian or Alaska Native;Married;121510.00;1;No;2013-08-18;No;9;8;8;5;Sales;High School;Marketing;Sales Executive
790;8B55-CBEC;Symon;Raisher;Symon Raisher;Male;40;35-44;Some Travel;30;NY;Black or African American;Married;291663.00;0;No;2022-12-18;No;0;0;0;0;Technology;Bachelors;Information Systems;Senior Software Engineer
791;8B79-18F1;Abra;MacGray;Abra MacGray;Female;20;Under 25;Some Travel;39;CA;White;Married;37436.00;0;Yes;2021-03-14;Yes;0;0;0;0;Technology;Masters;Information Systems;Software Engineer
792;8BAB-B4A6;Torey;Abram;Torey Abram;Male;38;35-44;Some Travel;35;NY;Asian or Asian American;Single;340229.00;0;Yes;2012-01-13;No;10;7;9;3;Sales;Bachelors;Marketing;Manager
793;8BCA-723F;Normy;De la Harpe;Normy De la Harpe;Male;46;45-54;Some Travel;24;CA;White;Divorced;43487.00;1;No;2014-06-29;No;8;8;8;8;Technology;Masters;Computer Science;Data Scientist
794;8C57-8F84;Lemmie;Antoniak;Lemmie Antoniak;Male;20;Under 25;Frequent Traveller;45;CA;White;Divorced;22773.00;3;Yes;2021-04-14;Yes;1;0;0;0;Technology;High School;Information Systems;Software Engineer
795;8CC3-0C6A;Vin;Gricewood;Vin Gricewood;Female;24;Under 25;Frequent Traveller;9;CA;American Indian or Alaska Native;Married;125759.00;0;No;2018-11-21;No;4;3;3;0;Sales;No Formal Qualifications;Marketing;Sales Executive
796;8CF5-DC74;Karoline;Obray;Karoline Obray;Female;21;Under 25;Some Travel;41;CA;White;Divorced;38066.00;2;No;2021-11-13;No;1;0;0;0;Sales;High School;Economics;Sales Executive
797;8CF6-3079;Jaquenetta;Corkel;Jaquenetta Corkel;Female;27;25-34;Some Travel;1;NY;Black or African American;Divorced;40050.00;1;Yes;2013-07-16;Yes;1;0;0;0;Technology;Masters;Computer Science;Data Scientist
798;8D34-EBDF;Giles;Bilham;Giles Bilham;Male;29;25-34;Some Travel;14;IL;Native Hawaiian;Married;46703.00;0;No;2014-07-31;Yes;0;0;0;0;Human Resources;Masters;Technical Degree;Recruiter
799;8DA7-0090;Farica;Fardell;Farica Fardell;Non-Binary;41;35-44;Some Travel;11;NY;Black or African American;Single;445906.00;0;Yes;2015-04-01;No;7;1;5;4;Human Resources;High School;Economics;HR Business Partner
800;8DB6-5FC6;Madalena;Leneham;Madalena Leneham;Female;21;Under 25;No Travel;25;CA;White;Married;69078.00;1;No;2019-09-08;No;3;3;3;3;Sales;Bachelors;Marketing;Sales Executive
